"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","cited_by_tweeters_count","readers.mendeley","citation_count","readers","file_hash"
"","od______2294::53c09038003f19ece1627262da7e80fc","amarsi;platforms;compliant","Software Interface for Proprioceptive Sensors and Actuators","Nordmann, Arne","2010-01-01","","publication","","","","This deliverable reports on the ongoing activities in Workpackage 7, the specification and design of a generic proprioceptive sensor-actuator interface. The design of this API is intended to be independent of a specific hardware platform and be applicable to compliant robots. To approach this goal, this deliverable reports on an extensive analysis, documentation and monitoring of frameworks, libraries and applications, both inside and outside the AMARSi context relevant for control of compliant robots. Within this framework, the AMARSi robot platforms (iCub, cCub and Cheetah) are analyzed for their specific requirements and in a collaboration between project partners UniBi, EPFL, and IIT initial mappings for the respective platforms validate our proposal at the model level within AMARSi. The resulting robot control API will serve as the common basis at the lowest level of the software architecture within the overall AMARSi architecture eventually enabling the development of rich motor skill system on compliant robot platforms.","248311","Closed Access","0.1052","0.4304","3","Humanoid robot icub, Compliant joints, Ddc:006","Humanoid robot icub, Compliant joints, Ddc:006",NA,NA,NA,"",""
"","od______2294::e010a505dd3a8d7c914d86cf876a3d4f","ddc:006","Meta-model and Software Concepts for an Adaptive Component Architecture","Nordmann, Arne","2011-01-01","","publication","","","","This deliverable reports on the ongoing activities in Workpackage 7, in particular the programming model and a technology mapping for a software architecture centered around the concept of adaptive components. We present an early draft of the architectural metamodel which fuses the insights on the functional architecture with software architecture concepts. Furthermore, we elaborate on a first vertical prototype utilizing the introduced concepts in simulation (yet excluding hardware) showing a combination of skills experiment already implemented in the proposed AMARSi Compliant Control Architecture. Concluding, we provide an outlook to further co-development of the software architecture and the hardware platforms.","248311","Closed Access","-0.2028","0.7045","3","Humanoid robot icub, Compliant joints, Ddc:006","Humanoid robot icub, Compliant joints, Ddc:006",NA,NA,NA,"",""
"","od_______330::a1bb5913793fe7d9fd275cf8d678a653","Technology and Engineering","UGent AMARSi progress","Caluwaerts, Ken","2013-01-01","","publication","","","","","248311","Open Access","0.6824","0.36","2","Adaptation aftereffect, Adaptation rates, Arbitrary limit","Adaptation aftereffect, Adaptation rates, Arbitrary limit",NA,NA,NA,"",""
"","dedup_wf_001::8f5150e2a5d869887434c32efad8037b","gait transitions","Robustness: a new SLIP model based criterion for gait transitions in bipedal locomotion","Martinez Salazar, Harold Roberto","2014-01-01","","publication","","","","Bipedal locomotion is a phenomenon that still eludes a fundamental and concise mathematical understanding. Conceptual models that capture some relevant aspects of the process exist but their full explanatory power is not yet exhausted. In the current study, we introduce the robustness criterion which defines the conditions for stable locomotion when steps are taken with imprecise angle of attack. Intuitively, the necessity of a higher precision indicates the difficulty to continue moving with a given gait. We show that the spring-loaded inverted pendulum model, under the robustness criterion, is consistent with previously reported findings on attentional demand during human locomotion. This criterion allows transitions between running and walking, many of which conserve forward speed. Simulations of transitions predict Froude numbers below the ones observed in humans, nevertheless the model satisfactorily reproduces several biomechanical indicators such as hip excursion, gait duty factor and vertical ground reaction force profiles. Furthermore, we identify reversible robust walk-run transitions, which allow the system to execute a robust version of the hopping gait. These findings foster the spring-loaded inverted pendulum model as the unifying framework for the understanding of bipedal locomotion.","248311","Open Access","0.2699","0.0857","1","Gait transitions, Distal reward, Behavior learning","Gait transitions, Distal reward, Behavior learning",NA,NA,NA,"",""
"","dedup_wf_001::825f803e99c8d613dd5824d52b599b86","Computer Science - Software Engineering","A Domain-Specific Language for Rich Motor Skill Architectures","Nordmann, Arne","2013-02-26","Arvix","publication","","","","Model-driven software development is a promising way to cope with the complexity of system integration in advanced robotics, as it already demonstrated its benefits in domains with comparably challenging system integration requirements. This paper reports on work in progress in this area which aims to improve the research and experimentation
			process in a collaborative research project developing motor skill architectures for compliant robots. Our goal is to establish a model-driven development process throughout the project around a domain-specific language (DSL) facilitating the compact description of adaptive modular architectures for rich motor skills. Incorporating further languages for other aspects (e.g. mapping to a technical component architecture) the approach allows not only the formal description of motor skill architectures but also automated code-generation for experimentation on technical robot platforms. This paper reports on a first case study exemplifying how the developed AMARSi DSL helps to conceptualize different architectural approaches and to identify their similarities and differences.","248311","Open Access","0.1826","0.4518","3","Humanoid robot icub, Compliant joints, Ddc:006","Humanoid robot icub, Compliant joints, Ddc:006",NA,NA,NA,"",""
"","od______2294::34ab27fdc9b80291315b71460b3f3ab4","ddc:006","A Domain-Specific Language and Simulation Architecture for the Oncilla Robot","Nordmann, Arne","2013-01-01","","publication","","","","","248311","Open Access","0.3757","0.5487","3","Humanoid robot icub, Compliant joints, Ddc:006","Humanoid robot icub, Compliant joints, Ddc:006",NA,NA,NA,"",""
"","od______2294::fceca4f523720176925277025e5a90db","ddc:000","Modeling of predictive human movement coordination patterns for applications in computer graphics","Mukovskiy, Albert","2015-01-01","Univ. of West Bohemia, Czech Republic","publication","","","","","644727","Open Access","-0.4958","-0.1446","1","Gait transitions, Distal reward, Behavior learning","Gait transitions, Distal reward, Behavior learning",NA,NA,NA,"",""
"10.1007/978-3-642-33093-3_4","od________18::a87968ef0b2683d5e287030825ba67f6","Computer Science - Systems and Control","Synthesis and Adaptation of Effective Motor Synergies for the Solution of Reaching Tasks","Alessandro, Cristiano","2012-05-16","","publication","","","","Taking inspiration from the hypothesis of muscle synergies, we propose a method to generate open loop controllers for an agent solving point-to-point reaching tasks. The controller output is defined as a linear combination of a small set of predefined actuations, termed synergies. The method can be interpreted from a developmental perspective, since it allows the agent to autonomously synthesize and adapt an effective set of synergies to new behavioral needs. This scheme greatly reduces the dimensionality of the control problem, while keeping a good performance level. The framework is evaluated in a planar kinematic chain, and the quality of the solutions is quantified in several scenarios.","235065","Open Access","-0.1919","-0.2392","12","Muscle synergies, Motor synergies","Muscle synergies, Motor synergies","1","25","1","",""
"10.1007/978-3-642-34327-8_30","od______2294::143973a58e1cf2fd4908bc6322bcf2d3","ddc:000","A Meta-Model and Toolchain for Improved Interoperability of Robotic Frameworks","Wienke, Johannes","2012-01-01","Springer Berlin Heidelberg","publication","","","","The emerging availability of high-quality software repositories for robotics promises to speed up the construction process of robotic systems through systematic reuse of software components. However, to reuse components without modification, compatibility at the interface level needs to be created, which is particularly hard if components were implemented in different robotic frameworks. In this paper we propose an approach using model-based techniques for improving component reusability. We specifically address data type compatibility in a structured way through the development of a generic meta-model capable of representing data types from different frameworks and their relations. Based on this model a code generator emits serialization code which makes it possible to seamlessly reuse the existing data types of different frameworks. The application of this approach is exemplified by connecting the YARP-based iCub simulation with a component architecture using a current robotics middleware. Based on our experiences we describe requirements on robotics frameworks to further increase the level of interoperability between available components.","247525","Open Access","-0.0395","0.6366","3","Humanoid robot icub, Compliant joints, Ddc:006","Humanoid robot icub, Compliant joints, Ddc:006",NA,NA,"1","",""
"10.1007/s00221-012-3030-y","dedup_wf_001::fd0f30cb3ea716a7262e035866a81698","[SHS.INFO] Humanities and Social Sciences/Library and information sciences","Variant and invariant features characterizing natural and reverse whole-body pointing movements.","Chiovetto, Enrico","2012-05-01","Springer Verlag","publication","","EXPERIMENTAL BRAIN RESEARCH","https://hal-univ-bourgogne.archives-ouvertes.fr/hal-00705183/document","International audience; Previous investigations showed that kinematics and muscle activity associated with natural whole-body movements along the gravity direction present modular organizations encoding specific aspects relative to both the motor plans and the motor programmes underlying movement execution. It is, however, still unknown whether such modular structures characterize also the reverse movements, when the displacement of a large number of joints is required to take the whole body back to a standing initial posture. To study what motor patterns are conserved across the reversal of movement direction, principal component analysis and non-negative matrix factorization were therefore applied, respectively, to the time series describing the temporal evolution of the elevation angles associated with all the body links and to the electromyographic signals of both natural and reverse whole-body movements. Results revealed that elevation angles were highly co-varying in time and that despite some differences in the global parameters characterizing the different movements (indicating differences in high-level variable associated with the selected motor plans), the level of joint co-variation did not change across movement direction. In contrast, muscle organization of the forward whole-body pointing tasks was found to be different with respect to that characterizing the reverse movements. Such results agree with previous findings, according to which the central nervous system exploits, dependently on the direction of motion, different motor plans for the execution of whole-body movements. However, in addition, this study shows how such motor plans are translated into different muscle strategies that equivalently assure a high level of co-variation in the joint space.","248311","Open Access","-0.335","-0.4281","10","Cerebellar ataxia, Locomotor patterns, Movement","Cerebellar ataxia, Locomotor patterns, Movement",NA,NA,"4","",""
