"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","cited_by_tweeters_count","readers.mendeley","citation_count","readers","file_hash"
"","od_______307::7a7396491da830ced30baea1b2243112","lipossomas;liposomes;liposomal","Development of folate-targeted liposomes for rheumatoid arthritis therapy","Nogueira, Eugénia Sofia Costa","2015-12-10","","publication","","","","Tese de Doutoramento em Biologia Molecular e Ambiental (área de especialização em Biologia Celular e Saúde).
			Rheumatoid arthritis is a common, chronic inflammatory and destructive arthropathy with considerable personal, social and economic implications. Although the etiology of rheumatoid arthritis remains controversial, the hallmark of the disease is characterized by symmetrical inflammation of the synovial membrane of freely moveable joints, massive synovial proliferation and influx of inflammatory cells. Methotrexate is the first line therapy, but in intolerant patients biologic agents should be used. The development and clinical use of highly effective biological substances for standard treatment guidelines of rheumatic conditions treatment is a health economic problem due of being exceedingly costly. Activated macrophages are critical in the pathogenesis of rheumatoid arthritis and specifically express folate receptor β, a receptor for the vitamin folic acid. This receptor allows internalization of coupled cargo to folic acid by folate receptor-mediated endocytosis. Liposomes have gained extensive attention as carriers for a wide range of therapeutic agents because of being both nontoxic and biodegradable. This work aims to exploit the potential of folate-targeted liposomal nanoparticles as effective drug delivery systems for therapies directly targeting activated macrophages, reducing long term effects in rheumatoid arthritis patients.
			Specific targeting of activated macrophages is an important research challenge because they are phagocytic cells capable of internalizing any foreign particle. A complete stealth degree is needed to avoid the clearance of nanoparticles by macrophages of the reticuloendothelial system. Chapter II reports the study of surface modification of liposomes with the glycolipid monosialoganglioside and the polymer polyethylene glycol to improve stealth and decrease their clearance. Liposomes prepared with the monosialoganglioside clearly reduced macrophage uptake, but not to the same extent as liposomes prepared with 10% polyethylene glycol which ensure a proper stealth degree of the nanoparticles.
			The preparation of folate receptor-targeted liposomes, is typically performed by covalently attaching folic acid to a phospholipid or cholesterol anchor with polyethylene glycol and subsequent incorporation in the bilayer. Although these folic acid conjugates were shown to successfully target folate receptor α, there are some concerns regarding their use, namely chemical stability and self-aggregation at the liposome surface. Chapter III describes an innovative strategy for targeted liposomal delivery that uses a hydrophobic fragment of pulmonary surfactant protein D conjugated to a linker and folic acid. The peptide conjugate inserts deeply into the lipid bilayer without affecting liposomal integrity. The novel liposomal constructs are highly stable, specific for folate receptor α – expressing cells, and promote a more efficient liposomal membrane disruption than classic systems. The capacity of targeted liposomes to encapsulate and specifically deliver either hydrophobic or hydrophilic drugs into targeted cells was also demonstrated.
			The combination of all these characteristics of the new liposomes led us to evaluate its the efficiency to treat rheumatoid arthritis, by targeting folate receptor β present at the surface of activated macrophages. Chapter IV reports the encapsulation of methotrexate in the new liposomal formulation, to enhance its tolerance and efficacy. The presence of 10% polyethylene glycol in the liposomes greatly improved the stealth degree, promoting the specificity of folic acid-mediated targeting. Liposomes strongly accumulated in the joints of arthritic mice, demonstrating their specificity in vivo. Furthermore, this liposomal formulation significantly increases the clinical benefit and complete prophylactic efficacy of methotrexate in an animal model.
			Chapter V reports a preliminary study on the use of the optimized liposome nanoparticles as siRNA carriers. Myeloid cell leukaemia-1 protein is essential for synovial macrophage survival. This study demonstrated that neutral liposomal formulation derived from DOPE phospholipid ensures that siRNAs molecules, are encapsulated inside the core of the liposomes with high polyethylene glycol content, reducing the toxicity associated to cationic liposomes.
			Chapter VI describe the establishments of a method to assess the disruption of nanoparticle drug delivery system in vitro using Hoechst 34580 a DNA binding dye, as a drug mimicker. This approach enables to correlate the intensity of a fluorescent dye with the nanoparticle disruption and consequent drug delivery in the cytoplasm of the cell.
			In summary, this work reports the use of liposomes prepared with a novel peptide conjugate for folic acid-mediated delivery, what creates new opportunities for the treatment of human diseases, namely rheumatoid arthritis and cancer.
			A artrite reumatoide é uma artropatia inflamatória crónica comum e destrutiva, com consideráveis implicações pessoais, sociais e económicas. Embora a etiologia da artrite reumatoide permaneça controversa, a doença é caracterizada por inflamação simétrica da membrana sinovial de articulações móveis, intensa proliferação sinovial e influxo de células inflamatórias. O metotrexato é a terapia de primeira linha mas, em doentes intolerantes, devem ser usados agentes biológicos. O desenvolvimento e uso clínico de agentes biológicos altamente efetivos nas diretrizes de tratamento padrão de doenças reumáticas é um problema económico de saúde por serem altamente dispendiosos. Deste modo, estratégias mais eficazes têm de ser identificadas. Os macrófagos ativados têm papel vital na patogénese da artrite reumatoide e tem sido demonstrado que expressam especificamente o recetor de folato β, o recetor para a vitamina ácido fólico. Este recetor permite a internalização de ácido fólico acoplado a carga por endocitose. Os lipossomas são altamente atrativos como transportadores de vários agentes terapêuticos por serem não tóxicos e biodegradáveis. Este trabalho visa explorar o potencial dos lipossomas com folato como um sistema de libertação de fármacos eficaz para terapias direcionadas diretamente para macrófagos ativados, reduzindo efeitos a longo prazo em pacientes com artrite reumatoide.
			O direcionamento específico de macrófagos ativados é um importante desafio na investigação, porque estas células fagocíticas são capazes de internalizar qualquer partícula estranha. É necessário um grau de invisibilidade total, para evitar a remoção das nanopartículas por macrófagos do sistema reticuloendotelial. O Capítulo II reporta o estudo da modificação da superfície de lipossomas com o glicolípido monossialogangliosídeo e o polímero polietileno glicol para aumentar o grau de invisibilidade e diminuir a sua remoção. Os lipossomas preparados com o monossialogangliosídeo apresentam uma reduzida remoção pelos macrófagos, contudo não com a mesma extensão que lipossomas preparados com 10% de polietileno glicol, o qual assegura um grau de invisibilidade adequado nestas nanopartículas.
			A preparação de lipossomas direcionados para recetores de folato envolve normalmente a ligação covalente do ácido fólico a uma âncora de fosfolípido ou colesterol com polietileno glicol e sua incorporação na bicamada. Embora estes conjugados de folato tenham mostrado direcionar o vetor para o recetor de folato α, existem algumas preocupações subjacentes ao seu uso, nomeadamente estabilidade química e auto-agregação na superfície do lipossoma. O Capítulo III descreve uma estratégia inovadora para o direcionamento lipossomal que utiliza um fragmento hidrofóbico de proteína surfactante pulmonar D conjugada a um ligante e ácido fólico. O conjugado peptídico insere-se profundamente na bicamada lipídica sem afetar a integridade lipossomal. Estas novas construções são altamente estáveis, específicas para células que expressam o recetor de folato α e promovem a rutura da membrana lipossomal de forma mais eficiente do que o sistema clássico. Além disso, foi também demonstrada a capacidade destes lipossomas para encapsular e libertar especificamente nas células-alvo tanto fármacos hidrofóbicos como hidrofílicos.
